Date,Polarity,Compound,importance,Open,High,Low,Close,RSI,EMA,%K,%D,Predicted
2023-05-29,0.1238888888888889,0.7025,1.6666666666666667,4.5985,4.616,4.593,4.5985,87.41412571907435,4.555859124731765,86.07934456609202,95.35978152203069,1
2023-05-30,0.0441141145179606,0.4815692307692307,1.5384615384615383,4.6025,4.6155,4.5985,4.6025,86.93580941033093,4.56433927693563,88.3521765163276,91.47717369413988,1
2023-05-31,0.0218400985588485,0.0915333333333333,1.3888888888888888,4.598,4.6223,4.597,4.598,85.11625947020103,4.570459417418436,84.4236214062681,86.28504749622924,1
2023-06-01,0.0751300066870929,0.4430576923076923,1.5,4.613,4.6165,4.607,4.613,85.08155139950071,4.578194053538113,93.17391035468196,88.64990275909254,1
2023-06-02,0.0870452495736586,0.5016545454545455,1.6363636363636365,4.611,4.6005,4.574,4.611,68.18177877383641,4.582493514372338,63.35853410840579,82.45735933006306,0
2023-06-05,0.1065189757289001,0.523425,1.5,4.575,4.575,4.575,4.575,69.12431358675231,4.581131022534665,53.39780655256543,69.19865806269088,0
2023-06-06,0.0118164464779048,0.150275,1.5833333333333333,4.575,4.605,4.5875,4.575,69.406329064314,4.5854708400871775,79.77519060043826,65.51051042046981,1
2023-06-07,0.0960498164936667,0.4028590909090909,1.318181818181818,4.605,4.605,4.5945,4.605,67.31702324629347,4.58902159990287,79.31028812899761,70.82776176066709,0
2023-06-08,0.0218093737200096,0.4820466666666666,1.6,4.605,4.6205,4.6025,4.605,68.83718867129456,4.594108600465408,92.25804466867656,83.78117446603747,1
2023-06-09,0.0786901736191069,0.5645818181818182,1.7272727272727273,4.617,4.615,4.6015,4.617,65.63970332337482,4.597270634267506,79.46373072436373,83.67735450734595,0
2023-06-12,0.0849460237863599,0.5944461538461538,1.5384615384615383,4.611499786376953,4.624499797821045,4.611499786376953,4.611499786376953,65.63970332337482,4.597270634267506,79.46373072436373,83.67735450734595,1
2023-06-13,0.0308012354139746,0.5018681818181818,1.318181818181818,4.617499828338623,4.625500202178955,4.613999843597412,4.617499828338623,62.91549185845715,4.600948669553164,88.54108718111739,86.7542875247192,1
2023-06-14,0.0116963053050009,0.2694217391304347,1.5217391304347827,4.613999843597412,4.61899995803833,4.613999843597412,4.613999843597412,57.06199925646151,4.603321610288481,81.2495032981006,83.08477373452723,1
2023-06-15,0.0664280547322424,0.4982703703703703,1.2962962962962965,4.61899995803833,4.632999897003174,4.614500045776367,4.61899995803833,48.64859640248597,4.606172218970272,100.0,89.93019682640598,1
2023-06-16,0.1094921987734487,0.6520666666666667,1.6666666666666667,4.623499870300293,4.618500232696533,4.596499919891357,4.623499870300293,59.765606082619016,4.609322701030275,100.0,93.74983443270018,0
2023-06-19,0.0986302759740259,0.58245,1.5,4.611999988555908,4.625,4.609499931335449,4.611999988555908,53.50553375679623,4.60980948058039,76.28893345917885,92.0963111530596,1
2023-06-20,0.1161826771708619,0.2943142857142857,1.5714285714285714,4.625,4.638000011444092,4.626999855041504,4.625,59.37494826004748,4.6125713932021375,100.0,92.0963111530596,1
2023-06-21,0.0245683109504132,0.3636928571428571,1.7142857142857142,4.638000011444092,4.649499893188477,4.638000011444092,4.638000011444092,58.80280862466714,4.617194778337038,100.0,92.0963111530596,1
2023-06-22,0.0340976241895359,0.2830235294117647,1.2941176470588236,4.644000053405762,4.6504998207092285,4.637499809265137,4.644000053405762,61.3013005166794,4.62206846471317,100.0,100.0,1
2023-06-23,0.1030139022557923,0.5857764705882352,1.3529411764705883,4.6479997634887695,4.674499988555908,4.64300012588501,4.6479997634887695,82.01743378674564,4.626783246308733,100.0,100.0,1
2023-06-26,0.050120597915342235,0.030416666666666665,1.5,4.673999786376953,4.688000202178955,4.669000148773193,4.673999786376953,85.35704797651242,4.635368071775682,100.0,100.0,1
2023-06-27,0.07414377508456456,0.5811578947368421,1.4210526315789473,4.671000003814697,4.676000118255615,4.65749979019165,4.671000003814697,79.20355476035749,4.641846604873685,95.6524743785547,98.55082479285154,1
2023-06-28,0.07330924914731732,0.332285,1.4,4.6620001792907715,4.66949987411499,4.656000137329102,4.6620001792907715,73.36077107077529,4.6455108911313365,80.80062866210938,92.15103434688801,1
2023-06-29,0.06070340551261605,0.4593684210526316,1.4210526315789473,4.669000148773193,4.66949987411499,4.669000148773193,4.669000148773193,72.22231278987309,4.649781665248038,92.00057983398438,89.48456095821614,0
2023-06-26,0.050120597915342235,0.030416666666666665,1.5,4.673999786376953,4.688000202178955,4.669000148773193,4.673999786376953,85.35704797651242,4.635368071775682,100.0,100.0,1
2023-06-27,0.07414377508456456,0.5811578947368421,1.4210526315789473,4.671000003814697,4.676000118255615,4.65749979019165,4.671000003814697,79.20355476035749,4.641846604873685,95.6524743785547,98.55082479285154,1
2023-06-28,0.07330924914731732,0.332285,1.4,4.6620001792907715,4.66949987411499,4.656000137329102,4.6620001792907715,73.36077107077529,4.6455108911313365,80.80062866210938,92.15103434688801,1
2023-06-29,0.06070340551261605,0.4593684210526316,1.4210526315789473,4.669000148773193,4.66949987411499,4.669000148773193,4.669000148773193,72.22231278987309,4.649781665248038,92.00057983398438,89.48456095821614,0
